post_id,campaign_id,creator_id,post_date,platform,format,views_at_24h,views_at_7d,views_at_30d,views_final,total_payout_earned,flagged_suspicious
PO02615,CA022,CR0609,2025-03-05,instagram,short,1298,2756,5187,5533,300,False
PO02616,CA022,CR0536,2025-03-05,instagram,reel,3138,8029,11371,11833,300,False
PO02617,CA022,CR0153,2025-03-05,instagram,reel,310,575,1451,1416,0,False
PO02618,CA022,CR0003,2025-03-05,instagram,reel,1691,5033,13004,14043,300,False
PO02619,CA022,CR0798,2025-03-05,instagram,carousel,388,1660,2662,3045,0,False
PO02620,CA022,CR0636,2025-03-05,instagram,short,338,930,1440,1580,0,False
PO02621,CA022,CR1124,2025-03-05,instagram,reel,100,131,294,332,0,False
PO02622,CA022,CR1164,2025-03-05,instagram,reel,2130,3837,8792,8953,300,False
PO02623,CA022,CR1130,2025-03-05,instagram,reel,1903,6277,9880,10866,300,False
PO02624,CA022,CR1027,2025-03-05,instagram,reel,3257,6789,12812,12911,300,False
PO02625,CA022,CR0229,2025-03-05,instagram,reel,18739,86789,128153,129256,3200,False
PO02626,CA022,CR0336,2025-03-05,instagram,long_form,283,475,1221,1226,0,False
PO02627,CA022,CR0005,2025-03-05,instagram,reel,594,2443,5502,6087,300,False
PO02628,CA022,CR0094,2025-03-05,instagram,reel,4146,11193,21039,25372,1300,False
PO02629,CA022,CR1112,2025-03-05,instagram,reel,1904,3563,6196,7245,300,False
PO02630,CA022,CR0495,2025-03-05,instagram,reel,100,1057,5428,6933,300,True
PO02631,CA022,CR0593,2025-03-05,instagram,short,4835,10459,17994,21878,1300,False
PO02632,CA022,CR0643,2025-03-05,instagram,reel,1208,3310,4522,5300,300,False
PO02633,CA022,CR0776,2025-03-05,instagram,reel,219,769,1257,1539,0,False
PO02634,CA022,CR0813,2025-03-05,instagram,short,1692,5812,8808,9693,300,False
PO02635,CA022,CR0431,2025-03-05,instagram,carousel,4275,10110,14108,15947,300,False
PO02636,CA022,CR0648,2025-03-05,instagram,short,953,3269,5237,5179,300,False
PO02637,CA022,CR1190,2025-03-05,instagram,reel,1780,3501,5832,6913,300,False
PO02638,CA022,CR0294,2025-03-05,instagram,reel,403,1110,2880,2879,0,False
PO02639,CA022,CR1032,2025-03-05,instagram,reel,150,645,1064,1076,0,False
PO02640,CA022,CR0794,2025-03-05,instagram,reel,346,1165,1855,2107,0,False
PO02641,CA022,CR0823,2025-03-05,instagram,reel,100,134,694,925,0,True
PO02642,CA022,CR1044,2025-03-05,instagram,long_form,212,721,1193,1248,0,False
PO02643,CA022,CR0987,2025-03-05,instagram,carousel,26690,117809,165550,175089,11250,False
PO02644,CA022,CR0329,2025-03-05,instagram,long_form,4171,15794,23229,23143,1300,False
PO02645,CA022,CR1016,2025-03-05,instagram,long_form,1799,4285,7703,7872,300,False
PO02646,CA022,CR0231,2025-03-05,instagram,short,1566,4301,6197,6549,300,False
PO02647,CA022,CR0630,2025-03-05,instagram,reel,2976,9462,16388,17112,300,False
PO02648,CA022,CR1109,2025-03-05,instagram,short,100,227,298,335,0,False
PO02649,CA022,CR0507,2025-03-05,instagram,long_form,1325,2141,4833,5850,300,False
PO02650,CA022,CR0195,2025-03-05,instagram,carousel,220,691,1185,1252,0,False
PO02651,CA022,CR0662,2025-03-05,instagram,reel,100,240,318,358,0,False
PO02652,CA022,CR0700,2025-03-05,instagram,long_form,1670,10977,19703,19550,300,False
PO02653,CA022,CR0044,2025-03-05,instagram,reel,9857,15495,36003,40744,1300,False
PO02654,CA022,CR0831,2025-03-05,instagram,reel,923,3437,4870,5273,300,False
PO02655,CA022,CR0931,2025-03-05,instagram,long_form,100,163,1431,1561,0,True
PO02656,CA022,CR0110,2025-03-05,instagram,reel,1020,2336,5817,5654,300,False
PO02657,CA022,CR0633,2025-03-05,instagram,short,9923,19419,52385,54950,3200,False
PO02658,CA023,CR0303,2025-03-08,instagram,short,15656,30108,57642,65587,3300,False
PO02659,CA023,CR1036,2025-03-08,instagram,reel,100,100,132,153,0,True
PO02660,CA023,CR0915,2025-03-08,instagram,short,4077,14225,26371,29441,1350,False
PO02661,CA023,CR0543,2025-03-08,instagram,reel,608,1277,2355,2493,0,False
PO02662,CA023,CR0993,2025-03-08,instagram,carousel,483,1333,2494,2545,0,False
PO02663,CA023,CR0525,2025-03-08,instagram,long_form,100,113,227,262,0,False
PO02664,CA023,CR0826,2025-03-08,instagram,short,136,227,421,495,0,False
PO02665,CA023,CR0309,2025-03-08,instagram,reel,100,279,2116,2320,0,True
PO02666,CA023,CR0584,2025-03-08,instagram,short,118,236,371,451,0,False
PO02667,CA023,CR0695,2025-03-08,instagram,reel,322,660,1374,1655,0,False
PO02668,CA023,CR0905,2025-03-08,instagram,long_form,10825,25138,37979,41741,1350,False
PO02669,CA023,CR0564,2025-03-08,instagram,reel,516,1153,1748,1846,0,False
PO02670,CA023,CR0832,2025-03-08,instagram,short,169,2712,12328,15569,350,True
PO02671,CA023,CR0428,2025-03-08,instagram,reel,834,1453,2966,3546,0,False
PO02672,CA023,CR0384,2025-03-08,instagram,reel,1564,3438,5276,5621,0,False
PO02673,CA023,CR0535,2025-03-08,instagram,reel,100,112,217,262,0,False
PO02674,CA023,CR0218,2025-03-08,instagram,reel,210,339,697,818,0,False
PO02675,CA023,CR0315,2025-03-08,instagram,long_form,100,236,384,376,0,False
PO02676,CA023,CR0919,2025-03-08,instagram,short,2857,4713,10895,12104,350,False
PO02677,CA023,CR0583,2025-03-08,instagram,long_form,1840,4648,6857,7966,350,False
PO02678,CA023,CR0949,2025-03-08,instagram,reel,1307,7171,10326,11200,350,False
PO02679,CA023,CR0078,2025-03-08,instagram,long_form,739,1458,2541,2947,0,False
PO02680,CA023,CR0334,2025-03-08,instagram,reel,175,398,1030,1054,0,False
PO02681,CA023,CR0307,2025-03-08,instagram,reel,31819,113208,162569,170856,3300,False
PO02682,CA023,CR1091,2025-03-08,instagram,short,107,189,466,470,0,False
PO02683,CA023,CR0639,2025-03-08,instagram,carousel,113,307,608,677,0,False
PO02684,CA023,CR0026,2025-03-08,instagram,short,100,100,161,188,0,False
PO02685,CA023,CR1131,2025-03-08,instagram,short,345,499,1190,1288,0,False
PO02686,CA023,CR0327,2025-03-08,instagram,reel,344,1856,2639,2994,0,False
PO02687,CA023,CR0711,2025-03-08,instagram,short,1866,6915,9719,10003,350,False
PO02688,CA023,CR0449,2025-03-08,instagram,reel,586,1381,2104,2469,0,False
PO02689,CA023,CR0574,2025-03-08,instagram,long_form,1330,3764,4411,5459,0,False
PO02690,CA023,CR0369,2025-03-08,instagram,reel,310,1141,1838,2041,0,False
PO02691,CA023,CR0107,2025-03-08,instagram,carousel,172,349,755,782,0,False
PO02692,CA023,CR1089,2025-03-08,instagram,short,218,626,729,897,0,False
PO02693,CA023,CR0189,2025-03-08,instagram,reel,895,4479,22186,28143,1350,True
PO02694,CA023,CR0153,2025-03-08,instagram,short,519,1351,1996,2134,0,False
PO02695,CA023,CR0886,2025-03-08,instagram,reel,39498,206067,301104,307739,11600,False
PO02696,CA023,CR0940,2025-03-08,instagram,reel,227,501,745,888,0,False
PO02697,CA023,CR0657,2025-03-08,instagram,short,257,1286,1770,1934,0,False
PO02698,CA023,CR1109,2025-03-08,instagram,reel,184,460,983,1070,0,False
PO02699,CA023,CR0628,2025-03-08,instagram,reel,130,424,769,862,0,False
PO02700,CA023,CR0466,2025-03-08,instagram,short,460,2670,4359,5312,0,False
PO02701,CA023,CR0620,2025-03-08,instagram,reel,100,119,212,247,0,False
PO02702,CA023,CR0202,2025-03-08,instagram,carousel,100,165,770,827,0,True
PO02703,CA023,CR0539,2025-03-08,instagram,reel,100,284,501,559,0,False
PO02704,CA023,CR0496,2025-03-08,instagram,reel,1088,2013,4567,5673,0,False
PO02705,CA023,CR0221,2025-03-08,instagram,long_form,1345,5749,12181,13362,350,False
PO02706,CA023,CR0374,2025-03-08,instagram,reel,508,1199,1837,2140,0,False
PO02707,CA023,CR0738,2025-03-08,instagram,long_form,200,535,894,938,0,False
PO02708,CA023,CR0737,2025-03-08,instagram,reel,100,435,910,910,0,False
PO02709,CA023,CR1076,2025-03-08,instagram,reel,234,897,1414,1427,0,False
PO02710,CA024,CR0355,2025-03-11,youtube,carousel,100,291,439,493,0,False
PO02711,CA024,CR0082,2025-03-11,youtube,short,3823,14806,26222,26684,700,False
PO02712,CA024,CR0480,2025-03-11,youtube,short,774,2717,6118,7576,0,False
PO02713,CA024,CR0125,2025-03-11,youtube,long_form,461,966,2029,2000,0,False
PO02714,CA024,CR0992,2025-03-11,youtube,long_form,4853,10364,16467,19895,700,False
PO02715,CA024,CR0149,2025-03-11,youtube,short,1551,4417,5589,6602,0,False
PO02716,CA024,CR0123,2025-03-11,youtube,carousel,111,359,682,773,0,False
PO02717,CA024,CR1025,2025-03-11,youtube,short,126,402,489,605,0,False
PO02718,CA024,CR0439,2025-03-11,youtube,reel,122,419,517,607,0,False
PO02719,CA024,CR0485,2025-03-11,youtube,short,1213,4202,5453,6212,0,False
PO02720,CA024,CR1122,2025-03-11,youtube,short,980,1685,3531,3902,0,False
PO02721,CA024,CR1154,2025-03-11,youtube,short,5172,20598,30787,31583,700,False
PO02722,CA024,CR0929,2025-03-11,youtube,short,350,1080,2436,2463,0,False
PO02723,CA024,CR0669,2025-03-11,youtube,short,4084,10919,15954,18199,700,False
PO02724,CA024,CR0782,2025-03-11,youtube,short,100,288,377,440,0,False
PO02725,CA024,CR1083,2025-03-11,youtube,long_form,665,2166,2545,3135,0,False
PO02726,CA024,CR0640,2025-03-11,youtube,reel,206,317,841,859,0,False
PO02727,CA024,CR0037,2025-03-11,youtube,short,5137,10106,19065,18552,700,False
PO02728,CA024,CR0114,2025-03-11,youtube,short,109,283,562,618,0,False
PO02729,CA024,CR0725,2025-03-11,youtube,long_form,100,118,193,236,0,False
PO02730,CA024,CR0373,2025-03-11,youtube,reel,2023,5903,13601,15384,700,False
PO02731,CA024,CR0433,2025-03-11,youtube,long_form,661,1098,2925,2917,0,False
PO02732,CA024,CR0196,2025-03-11,youtube,short,100,348,827,853,0,False
PO02733,CA024,CR1141,2025-03-11,youtube,short,940,2827,3549,4248,0,False
PO02734,CA024,CR0923,2025-03-11,youtube,long_form,2032,7837,12988,15360,700,False
PO02735,CA024,CR0925,2025-03-11,youtube,long_form,1536,7831,10692,11770,700,False
PO02736,CA024,CR0870,2025-03-11,youtube,short,752,2273,3198,3662,0,False
PO02737,CA024,CR0263,2025-03-11,youtube,short,182,806,1606,1633,0,False
PO02738,CA024,CR0087,2025-03-11,youtube,short,35128,125576,207711,207750,6900,False
PO02739,CA024,CR0768,2025-03-11,youtube,short,141,335,488,608,0,False
PO02740,CA024,CR0407,2025-03-11,youtube,short,100,156,344,408,0,False
PO02741,CA024,CR0095,2025-03-11,youtube,short,566,2686,6226,6048,0,False
PO02742,CA024,CR1038,2025-03-11,youtube,short,100,187,481,520,0,False
PO02743,CA024,CR0390,2025-03-11,youtube,short,16618,39332,81788,94148,6900,False
PO02744,CA024,CR1039,2025-03-11,youtube,short,14328,89416,139908,151423,6900,False
PO02745,CA024,CR0358,2025-03-11,youtube,long_form,438,2085,3076,3420,0,False
PO02746,CA024,CR0409,2025-03-11,youtube,short,2732,5505,10846,11825,700,False
PO02747,CA024,CR0052,2025-03-11,youtube,short,6145,17483,49549,48922,2750,False
PO02748,CA024,CR0081,2025-03-11,youtube,reel,2398,5608,12999,13411,700,False
PO02749,CA024,CR0625,2025-03-11,youtube,short,719,2964,4375,5159,0,False
PO02750,CA024,CR0162,2025-03-11,youtube,short,100,195,324,366,0,False
PO02751,CA024,CR0271,2025-03-11,youtube,short,218,1101,6787,8482,0,True
PO02752,CA024,CR0382,2025-03-11,youtube,short,199,1070,2040,2094,0,False
PO02753,CA024,CR0311,2025-03-11,youtube,short,364,795,1992,2107,0,False
PO02754,CA024,CR0696,2025-03-11,youtube,short,110,657,961,1197,0,False
PO02755,CA024,CR0462,2025-03-11,youtube,long_form,780,3260,6260,6230,0,False
PO02756,CA024,CR0827,2025-03-11,youtube,short,220,686,1159,1133,0,False
PO02757,CA024,CR0209,2025-03-11,youtube,carousel,203,573,927,996,0,False
PO02758,CA024,CR0258,2025-03-11,youtube,short,373,893,1237,1390,0,False
PO02759,CA024,CR0859,2025-03-11,youtube,short,100,505,816,843,0,False
PO02760,CA024,CR1200,2025-03-11,youtube,short,2197,6112,8262,9059,0,False
PO02761,CA024,CR0052,2025-03-11,youtube,long_form,124,455,1025,1129,0,False
PO02762,CA024,CR0671,2025-03-11,youtube,long_form,409,737,1454,1751,0,False
PO02763,CA024,CR0926,2025-03-11,youtube,long_form,100,196,361,387,0,False
PO02764,CA024,CR0742,2025-03-11,youtube,long_form,1987,3856,5863,7244,0,False
PO02765,CA024,CR0675,2025-03-11,youtube,short,100,452,838,897,0,False
PO02766,CA024,CR0668,2025-03-11,youtube,long_form,224,519,897,892,0,False
PO02767,CA024,CR0894,2025-03-11,youtube,long_form,269,1094,1330,1578,0,False
PO02768,CA024,CR1058,2025-03-11,youtube,long_form,362,847,5575,7278,0,True
PO02769,CA024,CR0407,2025-03-11,youtube,short,1204,2553,6557,6838,0,False
PO02770,CA024,CR1019,2025-03-11,youtube,long_form,100,167,398,457,0,False
PO02771,CA024,CR1183,2025-03-11,youtube,long_form,1409,2542,5340,5255,0,False
PO02772,CA024,CR1075,2025-03-11,youtube,long_form,1143,4432,9078,10637,700,False
PO02773,CA024,CR0045,2025-03-11,youtube,short,100,100,100,100,0,False
PO02774,CA024,CR0463,2025-03-11,youtube,long_form,173,454,895,890,0,False
PO02775,CA024,CR0346,2025-03-11,youtube,short,569,1825,2810,3411,0,False
PO02776,CA024,CR0023,2025-03-11,youtube,short,100,100,159,159,0,False
PO02777,CA024,CR1139,2025-03-11,youtube,short,5106,14260,22176,23224,700,False
PO02778,CA024,CR0154,2025-03-11,youtube,short,557,1067,2176,2191,0,False
PO02779,CA024,CR0954,2025-03-11,youtube,short,162,631,1551,1604,0,False
PO02780,CA024,CR0421,2025-03-11,youtube,carousel,100,242,1571,1783,0,True
PO02781,CA024,CR0541,2025-03-11,youtube,reel,12154,44007,60094,72506,2750,False
PO02782,CA024,CR0286,2025-03-11,youtube,short,505,1135,1549,1924,0,False
PO02783,CA024,CR0342,2025-03-11,youtube,reel,1217,3004,4432,5308,0,False
PO02784,CA024,CR0328,2025-03-11,youtube,long_form,273,849,1589,1700,0,False
PO02785,CA024,CR0961,2025-03-11,youtube,short,1815,4252,7681,8423,0,False
PO02786,CA024,CR0025,2025-03-11,youtube,reel,3026,10258,14722,15260,700,False
PO02787,CA024,CR1012,2025-03-11,youtube,long_form,361,799,1389,1377,0,False
PO02788,CA024,CR1005,2025-03-11,youtube,short,6993,24508,44449,43833,2750,False
PO02789,CA024,CR0270,2025-03-11,youtube,long_form,373,2039,4423,4313,0,False
PO02790,CA024,CR1023,2025-03-11,youtube,long_form,264,2139,3000,3123,0,False
PO02791,CA024,CR0197,2025-03-11,youtube,reel,235,515,960,1132,0,False
PO02792,CA024,CR1026,2025-03-11,youtube,short,1136,2060,4381,4650,0,False
PO02793,CA024,CR0117,2025-03-11,youtube,short,602,1498,3197,3551,0,False
PO02794,CA024,CR1128,2025-03-11,youtube,short,1331,4215,6198,7108,0,False
PO02795,CA024,CR0524,2025-03-11,youtube,short,6971,15004,27708,32058,700,False
PO02796,CA024,CR1138,2025-03-11,youtube,short,4622,7859,19461,22166,700,False
PO02797,CA024,CR0159,2025-03-11,youtube,short,227,854,1469,1587,0,False
PO02798,CA024,CR0789,2025-03-11,youtube,long_form,1522,4566,7763,7550,0,False
PO02799,CA024,CR0375,2025-03-11,youtube,short,1192,2535,3602,4299,0,False
PO02800,CA024,CR0808,2025-03-11,youtube,short,979,2497,3690,4323,0,False
PO02801,CA024,CR0922,2025-03-11,youtube,carousel,100,281,378,424,0,False
PO02802,CA024,CR0345,2025-03-11,youtube,carousel,194,457,937,971,0,False
PO02803,CA024,CR0039,2025-03-11,youtube,reel,393,1376,3352,3805,0,False
PO02804,CA024,CR0833,2025-03-11,youtube,short,19911,31112,78485,81188,2750,False
PO02805,CA024,CR0562,2025-03-11,youtube,reel,712,2463,4379,4554,0,False
PO02806,CA024,CR0098,2025-03-11,youtube,short,192,1069,1588,1699,0,False
PO02807,CA024,CR0549,2025-03-11,youtube,short,200,702,885,1014,0,False
PO02808,CA024,CR0758,2025-03-11,youtube,long_form,2231,8279,10909,11968,700,False
PO02809,CA024,CR0411,2025-03-11,youtube,long_form,639,1555,2481,2636,0,False
PO02810,CA024,CR1126,2025-03-11,youtube,short,451,2017,2915,3063,0,False
PO02811,CA024,CR0566,2025-03-11,youtube,short,891,2273,5413,5432,0,False
PO02812,CA024,CR1189,2025-03-11,youtube,short,7715,13132,24365,27646,700,False
PO02813,CA024,CR0830,2025-03-11,youtube,carousel,260,555,1133,1274,0,False
PO02814,CA024,CR0531,2025-03-11,youtube,long_form,7899,34157,69238,69721,2750,False
PO02815,CA024,CR0849,2025-03-11,youtube,long_form,864,4025,10123,10203,700,False
PO02816,CA024,CR0688,2025-03-11,youtube,short,2875,5743,12135,12047,700,False
PO02817,CA024,CR0164,2025-03-11,youtube,short,785,4961,6683,7102,0,False
PO02818,CA024,CR1198,2025-03-11,youtube,long_form,763,1928,3001,3000,0,False
PO02819,CA024,CR0635,2025-03-11,youtube,short,118,436,791,821,0,False
PO02820,CA024,CR0429,2025-03-11,youtube,short,80044,138561,289123,290481,6900,False
PO02821,CA024,CR0099,2025-03-11,youtube,long_form,29021,66019,87481,108416,6900,False
PO02822,CA024,CR0200,2025-03-11,youtube,short,100,454,1141,1160,0,False
PO02823,CA024,CR1173,2025-03-11,youtube,short,354,525,1439,1449,0,False
PO02824,CA024,CR0187,2025-03-11,youtube,long_form,587,1395,2102,2243,0,False
PO02825,CA024,CR0996,2025-03-11,youtube,short,847,2716,4265,5185,0,False
PO02826,CA024,CR0809,2025-03-11,youtube,long_form,100,169,325,387,0,False
PO02827,CA024,CR0925,2025-03-11,youtube,long_form,469,1835,4433,4603,0,False
PO02828,CA024,CR1026,2025-03-11,youtube,short,2417,7795,10147,12317,700,False
PO02829,CA024,CR0278,2025-03-11,youtube,short,2600,6430,9975,11575,700,False
PO02830,CA024,CR1083,2025-03-11,youtube,short,1571,3001,7303,8558,0,False
PO02831,CA024,CR0066,2025-03-11,youtube,short,231,349,732,858,0,False
PO02832,CA024,CR0263,2025-03-11,youtube,long_form,100,211,316,367,0,False
PO02833,CA024,CR1094,2025-03-11,youtube,long_form,1009,3333,6472,6290,0,False
PO02834,CA024,CR0298,2025-03-11,youtube,short,465,2470,3725,3756,0,False
PO02835,CA024,CR0462,2025-03-11,youtube,reel,1389,6068,9663,10661,700,False
PO02836,CA024,CR0308,2025-03-11,youtube,short,118714,271889,516772,534847,24100,False
PO02837,CA024,CR0579,2025-03-11,youtube,short,415,1133,1918,2207,0,False
PO02838,CA024,CR0866,2025-03-11,youtube,reel,166,807,5689,6489,0,True
PO02839,CA024,CR0723,2025-03-11,youtube,long_form,100,363,704,811,0,False
PO02840,CA024,CR1169,2025-03-11,youtube,reel,109,362,527,547,0,False
PO02841,CA024,CR0840,2025-03-11,youtube,short,2190,4752,8318,10027,700,False
PO02842,CA024,CR1043,2025-03-11,youtube,long_form,757,1313,2752,2707,0,False
PO02843,CA024,CR1087,2025-03-11,youtube,short,100,100,186,187,0,False
PO02844,CA024,CR0268,2025-03-11,youtube,short,22312,66689,110936,124000,6900,False
PO02845,CA024,CR0419,2025-03-11,youtube,reel,1365,6132,9953,10765,700,False
PO02846,CA024,CR0376,2025-03-11,youtube,short,2882,7650,10008,11259,700,False
PO02847,CA024,CR0250,2025-03-11,youtube,reel,459,1299,2447,2575,0,False
PO02848,CA024,CR0531,2025-03-11,youtube,short,2288,10385,13615,15431,700,False
PO02849,CA024,CR0257,2025-03-11,youtube,reel,216,604,922,1126,0,False
PO02850,CA024,CR0985,2025-03-11,youtube,short,382,1293,2383,2460,0,False
PO02851,CA024,CR0368,2025-03-11,youtube,short,2645,12360,18408,22008,700,False
PO02852,CA024,CR0113,2025-03-11,youtube,long_form,940,1789,3063,3723,0,False
PO02853,CA024,CR0770,2025-03-11,youtube,long_form,248,888,1644,1788,0,False
PO02854,CA024,CR0816,2025-03-11,youtube,long_form,56319,156478,196799,241954,6900,False
PO02855,CA024,CR1110,2025-03-11,youtube,short,1488,4013,6421,6401,0,False
PO02856,CA024,CR0150,2025-03-11,youtube,short,622,2319,4448,4830,0,False
PO02857,CA024,CR0857,2025-03-11,youtube,short,381,2043,2892,3327,0,False
PO02858,CA024,CR0811,2025-03-11,youtube,short,349,1451,1992,2273,0,False
PO02859,CA024,CR1163,2025-03-11,youtube,short,100,100,441,524,0,True
PO02860,CA024,CR0065,2025-03-11,youtube,short,1205,2369,5141,5272,0,False
PO02861,CA024,CR0042,2025-03-11,youtube,reel,100,123,289,287,0,False
PO02862,CA024,CR0893,2025-03-11,youtube,short,100,152,297,358,0,False
PO02863,CA024,CR0670,2025-03-11,youtube,short,4170,13529,15980,19904,700,False
PO02864,CA024,CR1001,2025-03-11,youtube,long_form,592,1431,2745,2710,0,False
PO02865,CA024,CR0781,2025-03-11,youtube,short,1091,2170,4272,4169,0,False
PO02866,CA024,CR1162,2025-03-11,youtube,short,1292,3038,5573,5701,0,False
PO02867,CA024,CR0432,2025-03-11,youtube,reel,3429,6181,14341,16526,700,False
PO02868,CA024,CR0734,2025-03-11,youtube,short,1008,2324,3513,3950,0,False
PO02869,CA024,CR0689,2025-03-11,youtube,carousel,368,838,1422,1702,0,False
PO02870,CA024,CR0468,2025-03-11,youtube,short,1339,3270,4707,5040,0,False
PO02871,CA024,CR0096,2025-03-11,youtube,reel,577,1249,1916,2379,0,False
PO02872,CA024,CR1058,2025-03-11,youtube,reel,122,265,630,689,0,False
PO02873,CA024,CR0558,2025-03-11,youtube,long_form,172,596,729,883,0,False
PO02874,CA024,CR0366,2025-03-11,youtube,short,6300,14575,20273,24314,700,False
PO02875,CA024,CR0817,2025-03-11,youtube,long_form,122,539,941,935,0,False
PO02876,CA024,CR0247,2025-03-11,youtube,reel,1598,3701,8406,10210,700,False
PO02877,CA024,CR0117,2025-03-11,youtube,short,1153,5098,8922,9315,0,False
PO02878,CA024,CR0030,2025-03-11,youtube,short,2002,9537,22519,22267,700,False
PO02879,CA024,CR0972,2025-03-11,youtube,long_form,908,3050,4495,4398,0,False
PO02880,CA024,CR0586,2025-03-11,youtube,short,498,1310,2539,2677,0,False
PO02881,CA024,CR0122,2025-03-11,youtube,reel,119,558,962,978,0,False
PO02882,CA024,CR0393,2025-03-11,youtube,short,346,1331,2358,2586,0,False
PO02883,CA024,CR0775,2025-03-11,youtube,short,742,2397,4266,4818,0,False
PO02884,CA024,CR1009,2025-03-11,youtube,short,344,955,1303,1416,0,False
PO02885,CA024,CR0382,2025-03-11,youtube,long_form,830,2644,6351,7044,0,False
PO02886,CA024,CR1174,2025-03-11,youtube,short,1110,4580,7588,9408,700,False
PO02887,CA024,CR0142,2025-03-11,youtube,short,609,3926,5607,6544,0,False
PO02888,CA024,CR0467,2025-03-11,youtube,short,3318,17589,25413,31126,700,False
PO02889,CA024,CR0223,2025-03-11,youtube,long_form,284,1270,1975,2123,0,False
PO02890,CA024,CR0344,2025-03-11,youtube,reel,521,1290,1740,2016,0,False
PO02891,CA024,CR0844,2025-03-11,youtube,short,400,1736,3587,3770,0,False
PO02892,CA024,CR0293,2025-03-11,youtube,reel,2027,5992,9423,10993,700,False
PO02893,CA024,CR0843,2025-03-11,youtube,short,177,238,581,649,0,False
PO02894,CA024,CR0634,2025-03-11,youtube,long_form,126,310,629,766,0,False
PO02895,CA024,CR0587,2025-03-11,youtube,short,186,379,877,970,0,False
PO02896,CA024,CR0212,2025-03-11,youtube,short,1282,3940,7893,8206,0,False
PO02897,CA024,CR0108,2025-03-11,youtube,short,100,377,1855,2372,0,True
PO02898,CA024,CR0955,2025-03-11,youtube,short,1724,3093,5364,6278,0,False
PO02899,CA024,CR0703,2025-03-11,youtube,short,4941,13038,19486,20687,700,False
PO02900,CA024,CR0378,2025-03-11,youtube,short,635,2565,6008,5843,0,False
PO02901,CA024,CR1183,2025-03-11,youtube,carousel,136,767,1067,1322,0,False
PO02902,CA025,CR0781,2025-03-14,youtube,short,322,1110,1539,1626,0,False
PO02903,CA025,CR0099,2025-03-14,youtube,reel,32309,64140,141334,144980,4850,False
PO02904,CA025,CR0103,2025-03-14,youtube,long_form,6498,15557,30357,34553,500,False
PO02905,CA025,CR0093,2025-03-14,youtube,short,607,2309,11918,14896,500,True
PO02906,CA025,CR0758,2025-03-14,youtube,long_form,268,869,2154,2116,0,False
PO02907,CA025,CR1005,2025-03-14,youtube,long_form,11714,44521,59902,74674,1950,False
PO02908,CA025,CR0087,2025-03-14,youtube,short,7513,26960,36285,44140,1950,False
PO02909,CA025,CR1037,2025-03-14,youtube,short,880,2844,5366,5916,0,False
PO02910,CA025,CR1154,2025-03-14,youtube,short,3274,14280,24166,30207,500,False
PO02911,CA025,CR0141,2025-03-14,youtube,reel,51767,179912,311036,366671,17000,False
PO02912,CA025,CR0492,2025-03-14,youtube,reel,1887,5625,7988,8541,0,False
PO02913,CA025,CR0575,2025-03-14,youtube,short,2416,8400,13530,14845,500,False
PO02914,CA025,CR1140,2025-03-14,youtube,short,799,2704,5175,5498,0,False
PO02915,CA025,CR1199,2025-03-14,youtube,long_form,9099,36493,54116,65684,1950,False
PO02916,CA025,CR0268,2025-03-14,youtube,short,3619,6893,13263,13898,500,False
PO02917,CA025,CR0283,2025-03-14,youtube,short,140,908,1283,1348,0,False
PO02918,CA025,CR0354,2025-03-14,youtube,short,7922,16737,33384,33887,500,False
PO02919,CA025,CR0498,2025-03-14,youtube,short,1578,3555,5499,5717,0,False
PO02920,CA025,CR0450,2025-03-14,youtube,short,680,1316,3388,3534,0,False
PO02921,CA025,CR0979,2025-03-14,youtube,reel,15953,26982,52513,62562,1950,False
PO02922,CA025,CR0073,2025-03-14,youtube,short,3215,10579,15389,15861,500,False
PO02923,CA025,CR0288,2025-03-14,youtube,short,216,695,827,1004,0,False
PO02924,CA025,CR0348,2025-03-14,youtube,short,18262,34044,64196,66525,1950,False
PO02925,CA025,CR0573,2025-03-14,youtube,short,2185,11791,15517,19282,500,False
PO02926,CA025,CR0581,2025-03-14,youtube,short,6770,19668,37133,44234,1950,False
PO02927,CA025,CR0670,2025-03-14,youtube,short,6829,12599,28204,27959,500,False
PO02928,CA025,CR0216,2025-03-14,youtube,short,5812,39640,61152,69675,1950,False
PO02929,CA025,CR0757,2025-03-14,youtube,short,3010,7157,16266,18824,500,False
PO02930,CA025,CR0797,2025-03-14,youtube,short,825,2967,5805,5707,0,False
PO02931,CA025,CR0278,2025-03-14,youtube,reel,2156,9474,14226,15261,500,False
PO02932,CA025,CR0795,2025-03-14,youtube,short,148,628,978,1028,0,False
PO02933,CA025,CR1069,2025-03-14,youtube,long_form,444,2983,3882,4751,0,False
PO02934,CA025,CR0261,2025-03-14,youtube,short,451,2709,4003,4815,0,False
PO02935,CA025,CR0665,2025-03-14,youtube,long_form,459,1878,3686,3588,0,False
PO02936,CA025,CR0664,2025-03-14,youtube,reel,4390,12841,21830,24124,500,False
PO02937,CA025,CR0773,2025-03-14,youtube,short,2332,3573,8828,8584,0,False
PO02938,CA025,CR0827,2025-03-14,youtube,short,330,1576,2095,2556,0,False
PO02939,CA025,CR0454,2025-03-14,youtube,short,2700,5614,9260,10585,500,False
PO02940,CA025,CR0095,2025-03-14,youtube,long_form,2082,12486,15788,17889,500,False
PO02941,CA025,CR0920,2025-03-14,youtube,short,23908,60643,81604,89008,1950,False
