creator_id,platform,follower_count,tier,account_age_months,historical_avg_views_per_post,historical_completion_rate
CR0539,instagram,1736,nano,15,300,0.0
CR0540,instagram,2125,nano,59,300,0.0
CR0541,youtube,42400,micro,62,9332,0.5294117647058824
CR0542,instagram,20730,micro,39,3764,0.16666666666666666
CR0543,instagram,2132,nano,18,379,0.0
CR0544,instagram,22125,micro,57,4158,0.125
CR0545,instagram,3377745,macro,23,141025,0.9545454545454546
CR0546,instagram,17792,micro,75,2104,0.0
CR0547,instagram,8400,nano,49,1607,0.16666666666666666
CR0548,instagram,5851,nano,38,1095,0.0
CR0549,youtube,49194,micro,36,3500,0.2222222222222222
CR0550,instagram,304297,mid,39,49600,0.6
CR0551,youtube,2951,nano,18,327,0.0
CR0552,instagram,21506,micro,32,3838,0.3333333333333333
CR0553,instagram,59952,micro,26,14053,0.6666666666666666
CR0554,instagram,1611,nano,26,300,0.2
CR0555,instagram,46008,micro,57,12053,0.3333333333333333
CR0556,instagram,20309,micro,38,1972,0.3333333333333333
CR0557,instagram,74613,micro,32,14227,0.0
CR0558,youtube,10230,micro,56,5739,0.2
CR0559,youtube,758897,mid,25,225436,0.8333333333333334
CR0560,youtube,262525,mid,53,47066,0.7692307692307693
CR0561,instagram,5883,nano,27,2309,0.0
CR0562,youtube,11676,micro,34,3374,0.06666666666666667
CR0563,instagram,310665,mid,26,55452,0.75
CR0564,instagram,3853,nano,13,786,0.14285714285714285
CR0565,instagram,113417,mid,29,55119,1.0
CR0566,youtube,14149,micro,41,2069,0.06666666666666667
CR0567,instagram,344182,mid,66,16094,0.8
CR0568,instagram,20963,micro,37,3918,0.4
CR0569,instagram,1616,nano,39,300,0.0
CR0570,instagram,205630,mid,32,10620,0.3333333333333333
CR0571,youtube,9341,nano,37,979,0.0
CR0572,instagram,269465,mid,32,36393,0.8571428571428571
CR0573,youtube,390263,mid,21,35685,0.75
CR0574,instagram,34675,micro,11,5222,0.3
CR0575,youtube,775281,mid,14,138522,1.0
CR0576,instagram,48349,micro,14,20506,0.75
CR0577,youtube,7282,nano,18,644,0.0
CR0578,instagram,236648,mid,33,64853,0.8333333333333334
CR0579,youtube,50370,micro,40,22182,0.07142857142857142
CR0580,youtube,8808,nano,27,1040,0.0625
CR0581,youtube,381542,mid,28,62568,0.7692307692307693
CR0582,instagram,127244,mid,60,23993,0.8333333333333334
CR0583,instagram,7039,nano,13,1442,0.3333333333333333
CR0584,instagram,5512,nano,37,2519,0.125
CR0585,instagram,73959,micro,16,18689,0.6
CR0586,youtube,29470,micro,72,21455,0.8
CR0587,youtube,21695,micro,16,5697,0.4117647058823529
CR0588,instagram,392824,mid,25,108415,0.75
CR0589,instagram,9043,nano,49,3968,0.0
CR0590,instagram,55587,micro,28,5298,0.0
CR0591,instagram,63363,micro,29,17632,0.42857142857142855
CR0592,youtube,241723,mid,36,95730,0.5454545454545454
CR0593,instagram,57809,micro,43,15770,0.5
CR0594,instagram,1628,nano,42,517,0.0
CR0595,instagram,3783,nano,27,630,0.0
CR0596,instagram,2165,nano,14,840,0.0
CR0597,instagram,375824,mid,42,113466,0.6
CR0598,youtube,2720367,macro,36,635772,0.9814814814814815
CR0599,instagram,73357,micro,80,13658,0.5
CR0600,instagram,2621706,macro,58,419299,1.0
CR0601,instagram,6622,nano,45,984,0.0
CR0602,instagram,1650,nano,70,300,0.0
CR0603,instagram,192187,mid,49,27443,0.5
CR0604,instagram,2009,nano,39,300,0.0
CR0605,instagram,445000,mid,34,64409,1.0
CR0606,instagram,36559,micro,21,8986,0.3333333333333333
CR0607,instagram,688850,mid,26,465286,1.0
CR0608,instagram,145605,mid,56,9490,0.5
CR0609,instagram,85324,micro,13,27586,0.8333333333333334
CR0610,instagram,4083,nano,24,968,0.0
CR0611,instagram,3317,nano,63,300,0.16666666666666666
CR0612,instagram,1989,nano,20,375,0.2
CR0613,youtube,529262,mid,65,209752,0.9230769230769231
CR0614,instagram,582255,mid,30,122827,0.8
CR0615,youtube,258001,mid,14,85866,0.8461538461538461
CR0616,instagram,54961,micro,72,6838,0.0
CR0617,youtube,9070,nano,52,3167,0.16666666666666666
CR0618,instagram,2126,nano,20,393,0.0
CR0619,instagram,7562,nano,30,1307,0.0
CR0620,instagram,54271,micro,43,2946,0.2857142857142857
CR0621,instagram,143722,mid,18,6727,0.2
CR0622,instagram,6447,nano,35,899,0.25
CR0623,youtube,826562,mid,120,95440,0.7142857142857143
CR0624,instagram,11926,micro,67,868,0.2
CR0625,youtube,164376,mid,32,17227,0.6
CR0626,instagram,48149,micro,30,8147,0.14285714285714285
CR0627,instagram,43505,micro,30,8706,0.2222222222222222
CR0628,instagram,2196,nano,42,402,0.0
CR0629,instagram,41262,micro,31,14740,0.5
CR0630,instagram,11487,micro,22,2985,0.3333333333333333
CR0631,instagram,66406,micro,25,10702,0.4
CR0632,youtube,331166,mid,12,24368,0.6
CR0633,instagram,40465,micro,22,2992,0.3333333333333333
CR0634,youtube,10940,micro,29,1429,0.0
CR0635,youtube,39317,micro,12,3779,0.25
CR0636,instagram,25975,micro,63,6842,0.2857142857142857
CR0637,instagram,6619,nano,15,2375,0.0
CR0638,instagram,5223,nano,42,933,0.3333333333333333
CR0639,instagram,4711,nano,69,424,0.16666666666666666
CR0640,youtube,9483,nano,25,1535,0.1
CR0641,instagram,50291,micro,30,10865,0.125
CR0642,instagram,3923730,macro,21,949977,1.0
CR0643,instagram,32472,micro,36,2605,0.6666666666666666
CR0644,youtube,2139,nano,28,371,0.0
CR0645,instagram,45040,micro,78,5967,0.14285714285714285
CR0646,instagram,29104,micro,27,8129,0.5
CR0647,instagram,34096,micro,19,7448,0.25
CR0648,instagram,79869,micro,45,20392,0.75
CR0649,instagram,8045,nano,38,728,0.16666666666666666
CR0650,instagram,18100,micro,53,1286,0.0
CR0651,instagram,2113,nano,34,300,0.25
CR0652,instagram,1774,nano,16,300,0.0
CR0653,youtube,481065,mid,41,74690,0.9285714285714286
CR0654,youtube,3115,nano,25,699,0.058823529411764705
CR0655,instagram,12255,micro,16,1550,0.16666666666666666
CR0656,instagram,3930,nano,21,1396,0.4
CR0657,instagram,3729,nano,16,509,0.16666666666666666
CR0658,instagram,2980,nano,15,476,0.0
CR0659,instagram,4838671,macro,14,1313745,1.0
CR0660,instagram,1788,nano,18,397,0.4
CR0661,instagram,68059,micro,9,24829,0.875
CR0662,instagram,2021,nano,39,313,0.0
CR0663,instagram,4257,nano,51,992,0.0
CR0664,youtube,162761,mid,40,13668,0.36363636363636365
CR0665,youtube,418919,mid,34,140056,0.8
CR0666,instagram,42277,micro,65,4649,0.25
CR0667,instagram,63570,micro,22,5279,0.25
CR0668,youtube,17947,micro,21,2799,0.4
CR0669,youtube,34274,micro,44,8116,0.1875
CR0670,youtube,1888746,macro,23,160075,0.896551724137931
CR0671,youtube,13065,micro,22,2840,0.16666666666666666
CR0672,instagram,3097,nano,39,707,0.0
CR0673,instagram,43126,micro,17,3212,0.0
CR0674,youtube,5763,nano,28,834,0.0
CR0675,youtube,11792,micro,23,2585,0.0
CR0676,instagram,2248,nano,72,643,0.0
CR0677,instagram,191222,mid,40,28219,1.0
CR0678,instagram,5582,nano,75,2088,0.0
CR0679,instagram,543926,mid,15,107115,0.7142857142857143
CR0680,youtube,201110,mid,30,18778,0.6923076923076923
CR0681,instagram,94255,micro,22,18542,0.5
CR0682,instagram,498521,mid,34,65249,0.5714285714285714
CR0683,youtube,3796,nano,30,300,0.0
CR0684,instagram,10782,micro,41,2963,0.0
CR0685,instagram,26631,micro,45,8163,0.0
CR0686,instagram,8011,nano,36,1610,0.2
CR0687,instagram,69318,micro,29,11625,0.25
CR0688,youtube,33460,micro,7,5968,0.5
CR0689,youtube,59084,micro,34,14423,0.4375
CR0690,instagram,492653,mid,25,60902,0.6
CR0691,instagram,125709,mid,44,16414,0.16666666666666666
CR0692,instagram,336576,mid,45,100592,0.625
CR0693,youtube,146891,mid,8,45594,0.8181818181818182
CR0694,instagram,53648,micro,23,12558,0.16666666666666666
CR0695,instagram,5453,nano,22,1293,0.0
CR0696,youtube,5252,nano,49,796,0.1875
CR0697,youtube,2781,nano,57,405,0.0
CR0698,instagram,4191,nano,70,457,0.0
CR0699,youtube,115901,mid,29,21937,0.5333333333333333
CR0700,instagram,58286,micro,99,7859,0.7777777777777778
CR0701,youtube,7262,nano,20,2163,0.07692307692307693
CR0702,instagram,2117,nano,42,798,0.0
CR0703,youtube,86076,micro,39,10356,0.5
CR0704,youtube,451319,mid,46,98322,0.5714285714285714
CR0705,youtube,896557,mid,25,82479,0.8461538461538461
CR0706,youtube,3166,nano,34,300,0.0
CR0707,instagram,39976,micro,27,8460,0.4
CR0708,instagram,9400,nano,19,3585,0.0
CR0709,instagram,61879,micro,39,5931,0.4
CR0710,instagram,28925,micro,28,16599,1.0
CR0711,instagram,4166,nano,39,984,0.125
CR0712,youtube,176505,mid,43,56477,0.38461538461538464
CR0713,instagram,239216,mid,17,101842,1.0
CR0714,youtube,4147,nano,54,2087,0.06666666666666667
CR0715,youtube,8499,nano,46,2000,0.0
CR0716,instagram,1570,nano,20,365,0.0
CR0717,instagram,805716,mid,43,155899,1.0
CR0718,youtube,1701,nano,12,300,0.0
CR0719,instagram,1657285,macro,27,254888,0.8695652173913043
CR0720,instagram,90574,micro,25,20175,0.16666666666666666
CR0721,instagram,18953,micro,18,4876,0.7142857142857143
CR0722,instagram,5703,nano,29,1001,0.14285714285714285
CR0723,youtube,16598,micro,25,1627,0.29411764705882354
CR0724,youtube,5667,nano,41,572,0.0
CR0725,youtube,22456,micro,42,5177,0.2
CR0726,instagram,577421,mid,60,180650,1.0
CR0727,instagram,79203,micro,104,14313,0.7142857142857143
CR0728,youtube,5906,nano,40,1224,0.0625
CR0729,instagram,1506,nano,19,350,0.0
CR0730,instagram,4475,nano,19,426,0.0
CR0731,instagram,2649,nano,90,736,0.0
CR0732,instagram,64606,micro,35,22231,0.6666666666666666
CR0733,instagram,72170,micro,31,4720,0.3333333333333333
CR0734,youtube,34862,micro,41,4809,0.125
CR0735,instagram,32826,micro,18,3975,0.0
CR0736,youtube,252145,mid,40,32326,0.6666666666666666
CR0737,instagram,2036,nano,42,300,0.0
CR0738,instagram,4959,nano,17,586,0.2222222222222222
CR0739,instagram,6922,nano,25,300,0.2
CR0740,instagram,7397,nano,49,1856,0.14285714285714285
CR0741,instagram,32600,micro,36,3556,0.3333333333333333
CR0742,youtube,29393,micro,34,2208,0.14285714285714285
CR0743,instagram,40207,micro,22,4375,0.2
CR0744,instagram,6058,nano,32,1389,0.0
CR0745,instagram,1852,nano,30,443,0.0
CR0746,youtube,1754,nano,62,419,0.0
CR0747,instagram,51057,micro,36,4490,0.3333333333333333
CR0748,instagram,43591,micro,44,4342,0.14285714285714285
CR0749,instagram,136445,mid,51,74268,0.75
CR0750,instagram,22263,micro,18,1722,0.2
CR0751,instagram,11719,micro,33,2500,0.0
CR0752,youtube,542660,mid,120,70360,0.9230769230769231
CR0753,instagram,2488,nano,32,395,0.0
CR0754,youtube,4168,nano,27,1390,0.0
CR0755,instagram,67571,micro,53,9718,0.5
CR0756,youtube,5242,nano,41,824,0.14285714285714285
CR0757,youtube,303819,mid,23,71425,0.6666666666666666
CR0758,youtube,51708,micro,20,9480,0.3125
CR0759,youtube,2765,nano,10,303,0.0
CR0760,instagram,48342,micro,51,8057,0.16666666666666666
CR0761,instagram,4017973,macro,46,610905,1.0
CR0762,instagram,13583,micro,55,2830,0.2
CR0763,instagram,406790,mid,51,30001,1.0
CR0764,instagram,15516,micro,17,2741,0.25
CR0765,youtube,4965,nano,38,1302,0.0
CR0766,instagram,2172,nano,39,459,0.2
CR0767,instagram,4384614,macro,19,1333531,0.9375
CR0768,youtube,131966,mid,21,14928,0.09090909090909091
CR0769,instagram,14197,micro,80,2311,0.0
CR0770,youtube,25085,micro,27,3464,0.08333333333333333
CR0771,instagram,2641,nano,35,484,0.0
CR0772,youtube,1915,nano,81,537,0.0
CR0773,youtube,1750455,macro,40,431862,0.9811320754716981
CR0774,instagram,17342,micro,51,3667,0.2
CR0775,youtube,29365,micro,75,5831,0.1875
CR0776,instagram,23188,micro,37,5710,0.16666666666666666
CR0777,instagram,2843,nano,27,826,0.0
CR0778,instagram,15469,micro,32,7977,0.2
CR0779,instagram,33960,micro,17,4081,0.5
CR0780,instagram,176774,mid,24,56061,0.75
CR0781,youtube,17037,micro,18,7160,0.06666666666666667
CR0782,youtube,4873,nano,24,2768,0.07692307692307693
CR0783,youtube,1604,nano,20,300,0.0
CR0784,youtube,3988,nano,25,300,0.0
CR0785,instagram,92768,micro,32,19659,0.5
CR0786,instagram,304866,mid,19,44293,0.6
CR0787,instagram,5556,nano,20,900,0.3333333333333333
CR0788,instagram,1722,nano,45,300,0.0
CR0789,youtube,94498,micro,91,42832,0.6470588235294118
CR0790,instagram,54062,micro,35,7657,0.6666666666666666
CR0791,instagram,8748,nano,18,2608,0.0
CR0792,instagram,528831,mid,22,56793,0.5714285714285714
CR0793,instagram,496928,mid,38,63607,0.8571428571428571
CR0794,instagram,46323,micro,31,9368,0.2
CR0795,youtube,3779,nano,38,737,0.0
CR0796,instagram,48792,micro,44,8813,0.6
CR0797,youtube,736852,mid,81,135894,0.8666666666666667
CR0798,instagram,64288,micro,20,13838,0.5
CR0799,instagram,254410,mid,18,83622,0.8333333333333334
CR0800,instagram,5033,nano,9,748,0.0
CR0801,instagram,131701,mid,32,26412,0.0
CR0802,instagram,2509,nano,38,418,0.0
CR0803,instagram,12962,micro,38,712,0.0
CR0804,instagram,17341,micro,52,4676,0.25
CR0805,instagram,5266,nano,80,3670,0.0
CR0806,instagram,21513,micro,79,4283,0.0
CR0807,instagram,94939,micro,29,29484,0.8333333333333334
CR0808,youtube,29525,micro,27,3133,0.0
CR0809,youtube,19145,micro,16,4002,0.2
CR0810,instagram,130653,mid,49,13481,0.5
CR0811,youtube,83216,micro,42,12548,0.21428571428571427
CR0812,youtube,245052,mid,56,56853,0.5384615384615384
CR0813,instagram,16266,micro,31,4727,0.3333333333333333
CR0814,instagram,58886,micro,9,10342,0.5
CR0815,instagram,400649,mid,22,48365,1.0
CR0816,youtube,2352371,macro,28,421475,1.0
CR0817,youtube,16700,micro,21,759,0.0
CR0818,youtube,7318,nano,41,387,0.0
CR0819,instagram,3681,nano,53,300,0.16666666666666666
CR0820,instagram,10726,micro,29,1474,0.0
CR0821,instagram,359359,mid,23,102067,0.875
CR0822,instagram,739595,mid,43,94890,0.8
CR0823,instagram,41591,micro,34,4579,0.25
CR0824,instagram,469425,mid,25,29472,0.6666666666666666
CR0825,instagram,22147,micro,38,2965,0.42857142857142855
CR0826,instagram,1626,nano,79,300,0.0
CR0827,youtube,16971,micro,20,1952,0.11764705882352941
CR0828,instagram,31279,micro,25,12510,0.6
CR0829,instagram,690060,mid,65,136195,0.7777777777777778
CR0830,youtube,37915,micro,43,5381,0.0
CR0831,instagram,39928,micro,32,11859,0.625
CR0832,instagram,169717,mid,16,39004,0.625
CR0833,youtube,1447171,macro,59,474542,1.0
CR0834,instagram,35165,micro,22,15557,0.5
CR0835,instagram,38834,micro,24,5937,0.5714285714285714
CR0836,instagram,8224,nano,40,3258,0.25
CR0837,instagram,19398,micro,12,3692,0.3333333333333333
CR0838,youtube,3692,nano,20,300,0.0
CR0839,instagram,25551,micro,35,4067,0.25
CR0840,youtube,82504,micro,15,15248,0.4666666666666667
CR0841,instagram,93899,micro,45,10791,1.0
CR0842,instagram,344733,mid,94,84689,1.0
CR0843,youtube,14488,micro,52,3423,0.09090909090909091
CR0844,youtube,54523,micro,59,5840,0.4375
CR0845,instagram,112541,mid,28,13814,0.2857142857142857
CR0846,instagram,34692,micro,41,3337,0.0
CR0847,instagram,1619735,macro,83,221416,0.9523809523809523
CR0848,instagram,1614,nano,53,300,0.0
CR0849,youtube,81044,micro,7,7833,0.5882352941176471
CR0850,instagram,183711,mid,52,19358,0.6666666666666666
CR0851,instagram,1510,nano,21,300,0.16666666666666666
CR0852,instagram,4536279,macro,12,564664,1.0
CR0853,instagram,53660,micro,58,8492,0.16666666666666666
CR0854,instagram,2069,nano,32,406,0.0
CR0855,instagram,43978,micro,51,8265,0.14285714285714285
CR0856,instagram,105103,mid,54,19867,0.625
CR0857,youtube,13172,micro,28,1934,0.23076923076923078
CR0858,instagram,54516,micro,22,11858,0.25
CR0859,youtube,14666,micro,67,2482,0.1111111111111111
CR0860,youtube,3449,nano,43,896,0.0
CR0861,instagram,23267,micro,118,4535,0.25
CR0862,instagram,12490,micro,30,3318,0.16666666666666666
CR0863,youtube,2141,nano,46,455,0.0
CR0864,instagram,49729,micro,45,12854,0.5
CR0865,instagram,13665,micro,15,2522,0.0
CR0866,youtube,31480,micro,70,9091,0.29411764705882354
CR0867,youtube,2415,nano,15,306,0.0
CR0868,instagram,26129,micro,42,6773,0.6666666666666666
CR0869,youtube,224702,mid,35,54671,0.7
CR0870,youtube,86106,micro,31,8626,0.4
CR0871,youtube,355566,mid,43,55492,0.8461538461538461
CR0872,instagram,92085,micro,36,8344,0.6666666666666666
CR0873,instagram,19965,micro,113,1068,0.125
CR0874,instagram,55643,micro,29,5526,0.5
CR0875,instagram,4170,nano,31,300,0.0
CR0876,instagram,94721,micro,46,12155,0.8888888888888888
CR0877,instagram,2845,nano,43,333,0.25
CR0878,instagram,244493,mid,17,114756,0.75
CR0879,youtube,1961,nano,17,313,0.0
CR0880,instagram,56076,micro,15,3681,0.2
CR0881,instagram,460531,mid,22,55264,0.75
CR0882,instagram,7456,nano,11,2461,0.16666666666666666
CR0883,youtube,432211,mid,28,135970,0.6666666666666666
CR0884,instagram,76597,micro,101,9390,0.6666666666666666
CR0885,youtube,412201,mid,29,61711,0.4666666666666667
CR0886,instagram,1990925,macro,35,700105,1.0
CR0887,youtube,1049838,macro,31,326526,0.9807692307692307
CR0888,youtube,160878,mid,43,72309,0.7272727272727273
CR0889,instagram,2327,nano,43,580,0.0
CR0890,instagram,343690,mid,49,30169,1.0
CR0891,instagram,20194,micro,23,4191,0.5
CR0892,youtube,3048,nano,14,376,0.058823529411764705
CR0893,youtube,2278,nano,19,662,0.08333333333333333
CR0894,youtube,5742,nano,39,2514,0.2857142857142857
CR0895,instagram,23780,micro,46,5346,0.16666666666666666
CR0896,instagram,85010,micro,76,17550,0.625
CR0897,instagram,43992,micro,19,12921,0.2222222222222222
CR0898,youtube,8566,nano,50,1424,0.07142857142857142
CR0899,instagram,825237,mid,23,223580,1.0
CR0900,instagram,10132,micro,44,8411,0.0
CR0901,instagram,14937,micro,60,3587,0.0
CR0902,youtube,1824,nano,36,531,0.0
CR0903,instagram,3905,nano,17,314,0.0
CR0904,instagram,5290,nano,57,730,0.0
CR0905,instagram,1042609,macro,32,276850,0.8823529411764706
CR0906,youtube,692204,mid,27,109551,0.6363636363636364
CR0907,instagram,17055,micro,88,5636,0.0
CR0908,instagram,10543,micro,54,1397,0.0
CR0909,instagram,71681,micro,57,18962,1.0
CR0910,instagram,12557,micro,62,2079,0.0
CR0911,instagram,1327544,macro,15,148751,0.85
CR0912,youtube,3313,nano,42,495,0.0
CR0913,youtube,8735,nano,27,1111,0.07142857142857142
CR0914,instagram,66207,micro,13,13279,0.75
CR0915,instagram,8853,nano,24,2739,0.75
CR0916,instagram,89111,micro,28,11315,0.25
CR0917,youtube,2863,nano,49,301,0.0
CR0918,instagram,45230,micro,14,13295,0.4
CR0919,instagram,8390,nano,23,1457,0.125
CR0920,youtube,138439,mid,49,29869,0.7142857142857143
CR0921,youtube,9193,nano,67,614,0.0
CR0922,youtube,20754,micro,22,5919,0.3333333333333333
CR0923,youtube,30103,micro,45,11647,0.4666666666666667
CR0924,instagram,4294,nano,51,472,0.1111111111111111
CR0925,youtube,33098,micro,42,7406,0.4117647058823529
CR0926,youtube,11383,micro,53,920,0.1
CR0927,instagram,187830,mid,51,27819,0.2857142857142857
CR0928,instagram,378339,mid,28,33444,0.7142857142857143
CR0929,youtube,10236,micro,23,2131,0.2
CR0930,instagram,25816,micro,18,2779,0.16666666666666666
CR0931,instagram,18060,micro,36,1801,0.16666666666666666
CR0932,instagram,559860,mid,26,50607,0.8
CR0933,instagram,7660,nano,48,3415,0.16666666666666666
CR0934,youtube,8073,nano,42,1866,0.14285714285714285
CR0935,youtube,3977,nano,32,510,0.0
CR0936,youtube,423739,mid,45,32889,0.36363636363636365
CR0937,instagram,31944,micro,31,8681,0.0
CR0938,instagram,70510,micro,49,21499,0.5
CR0939,youtube,1706,nano,37,300,0.0
CR0940,instagram,4022,nano,42,902,0.0
CR0941,instagram,112527,mid,30,44941,1.0
CR0942,instagram,25428,micro,61,1987,0.0
CR0943,instagram,335198,mid,40,34433,0.7
CR0944,youtube,893609,mid,24,84033,0.7058823529411765
CR0945,instagram,7737,nano,55,983,0.0
CR0946,youtube,192776,mid,38,36008,0.6666666666666666
CR0947,youtube,8699,nano,31,3466,0.0
CR0948,youtube,408357,mid,54,84701,0.6153846153846154
CR0949,instagram,8726,nano,31,3856,0.3333333333333333
CR0950,instagram,522920,mid,47,352480,1.0
CR0951,youtube,1654,nano,56,569,0.0
CR0952,instagram,25356,micro,7,3853,0.5
CR0953,instagram,685122,mid,40,61717,0.5
CR0954,youtube,34415,micro,61,4169,0.07692307692307693
CR0955,youtube,70269,micro,41,4478,0.17647058823529413
CR0956,instagram,276592,mid,11,48886,1.0
CR0957,instagram,395225,mid,28,89951,1.0
CR0958,instagram,39062,micro,23,7822,0.0
CR0959,instagram,64841,micro,27,13688,0.4
CR0960,instagram,50185,micro,24,11595,0.3333333333333333
CR0961,youtube,25171,micro,76,2077,0.125
CR0962,instagram,14285,micro,28,4132,0.3333333333333333
CR0963,instagram,19576,micro,23,9096,0.25
CR0964,instagram,308430,mid,19,112293,0.8
CR0965,youtube,4275,nano,53,976,0.1111111111111111
CR0966,instagram,6392,nano,32,1549,0.0
CR0967,instagram,6824,nano,33,1574,0.125
CR0968,instagram,10714,micro,62,961,0.14285714285714285
CR0969,instagram,481728,mid,27,162665,0.8571428571428571
CR0970,instagram,1996,nano,50,300,0.0
CR0971,youtube,185418,mid,12,54083,0.7692307692307693
CR0972,youtube,10992,micro,61,2242,0.07142857142857142
CR0973,instagram,2578418,macro,39,346980,1.0
CR0974,youtube,7080,nano,27,1208,0.2
CR0975,instagram,6541,nano,64,2103,0.2
CR0976,instagram,13511,micro,35,11622,0.16666666666666666
CR0977,youtube,4495,nano,17,568,0.0
CR0978,instagram,10212,micro,22,4582,0.3333333333333333
CR0979,youtube,602387,mid,19,89806,0.7857142857142857
CR0980,instagram,17529,micro,41,3148,0.0
CR0981,instagram,65675,micro,26,25516,0.8
CR0982,instagram,2442,nano,42,300,0.0
CR0983,instagram,27898,micro,28,5589,0.0
CR0984,instagram,11846,micro,29,1013,0.0
CR0985,youtube,20113,micro,24,16299,0.17647058823529413
CR0986,instagram,60452,micro,11,8156,0.7142857142857143
CR0987,instagram,1427210,macro,28,133419,0.8888888888888888
CR0988,instagram,33668,micro,73,14560,0.5
CR0989,instagram,3013,nano,14,1289,0.125
CR0990,instagram,4311481,macro,68,1033688,1.0
CR0991,instagram,604471,mid,13,91166,0.5
CR0992,youtube,68410,micro,120,36372,0.7142857142857143
CR0993,instagram,4764,nano,23,869,0.0
CR0994,instagram,804190,mid,32,189091,1.0
CR0995,youtube,677996,mid,29,341360,0.9
CR0996,youtube,27914,micro,29,18316,0.38461538461538464
CR0997,instagram,16413,micro,27,4274,0.0
CR0998,instagram,2341742,macro,29,421231,1.0
CR0999,instagram,26437,micro,37,11557,0.25
CR1000,youtube,1921,nano,35,486,0.1
CR1001,youtube,14160,micro,17,5011,0.0
CR1002,instagram,2556,nano,36,661,0.0
CR1003,instagram,6700,nano,17,1089,0.0
CR1004,instagram,152445,mid,14,39655,0.2
CR1005,youtube,294519,mid,20,37166,0.8461538461538461
CR1006,instagram,4678,nano,23,485,0.16666666666666666
CR1007,instagram,42084,micro,14,5280,0.25
CR1008,instagram,257022,mid,94,55648,0.6666666666666666
CR1009,youtube,12104,micro,42,2227,0.125
CR1010,instagram,233889,mid,26,74284,0.3333333333333333
CR1011,instagram,46945,micro,29,3538,0.75
CR1012,youtube,13003,micro,36,2701,0.13333333333333333
CR1013,instagram,17434,micro,19,4970,0.2857142857142857
CR1014,instagram,2003,nano,37,729,0.0
CR1015,youtube,204844,mid,19,12114,0.5833333333333334
CR1016,instagram,18911,micro,50,1901,0.6
CR1017,instagram,8371,nano,59,1647,0.0
CR1018,youtube,419303,mid,15,36918,0.5263157894736842
CR1019,youtube,24180,micro,40,5006,0.21052631578947367
CR1020,instagram,23079,micro,28,4205,0.25
CR1021,instagram,15631,micro,15,9798,0.14285714285714285
CR1022,instagram,66233,micro,52,17292,0.16666666666666666
CR1023,youtube,58973,micro,31,5318,0.15384615384615385
CR1024,instagram,35184,micro,29,6354,0.5714285714285714
CR1025,youtube,10732,micro,34,1488,0.07142857142857142
CR1026,youtube,17464,micro,17,4804,0.2857142857142857
CR1027,instagram,27211,micro,34,4223,0.2857142857142857
CR1028,instagram,3675,nano,21,1185,0.0
CR1029,instagram,63134,micro,50,4614,0.4
CR1030,instagram,65992,micro,27,10101,0.0
CR1031,youtube,144342,mid,57,59730,0.36363636363636365
CR1032,instagram,65264,micro,39,6975,0.4444444444444444
CR1033,instagram,417929,mid,28,342831,0.8
CR1034,youtube,1658,nano,16,300,0.0
CR1035,instagram,108549,mid,55,40679,0.0
CR1036,instagram,1601,nano,67,300,0.0
CR1037,youtube,180359,mid,49,51734,0.6923076923076923
CR1038,youtube,88507,micro,83,6785,0.21428571428571427
CR1039,youtube,882435,mid,24,239980,0.8
CR1040,youtube,8908,nano,17,1959,0.2
CR1041,instagram,67563,micro,18,12762,0.7777777777777778
CR1042,instagram,1278581,macro,80,186693,0.8571428571428571
CR1043,youtube,38632,micro,68,2449,0.0
CR1044,instagram,15141,micro,21,3728,0.0
CR1045,instagram,28776,micro,11,3486,0.16666666666666666
CR1046,youtube,5601,nano,85,643,0.0
CR1047,instagram,42044,micro,44,5765,0.5714285714285714
CR1048,instagram,753712,mid,21,188520,0.8
CR1049,instagram,28942,micro,31,4054,0.125
CR1050,instagram,220082,mid,23,46837,0.4
CR1051,instagram,3104184,macro,32,851942,1.0
CR1052,instagram,28347,micro,33,7648,0.1111111111111111
CR1053,youtube,7576,nano,22,1201,0.0
CR1054,instagram,4763,nano,30,1138,0.2
CR1055,instagram,140733,mid,61,9633,0.5
CR1056,youtube,3950,nano,20,2277,0.15384615384615385
CR1057,instagram,16110,micro,57,2817,0.16666666666666666
CR1058,youtube,14255,micro,17,2164,0.38461538461538464
CR1059,instagram,32814,micro,34,6125,0.5
CR1060,instagram,3109,nano,40,830,0.0
CR1061,instagram,8145,nano,49,4509,0.4
CR1062,youtube,353755,mid,46,36169,0.5833333333333334
CR1063,youtube,1989,nano,34,383,0.0625
CR1064,instagram,18980,micro,17,6295,0.2222222222222222
CR1065,instagram,51012,micro,78,14893,0.375
CR1066,instagram,179641,mid,13,33507,0.42857142857142855
CR1067,youtube,4031597,macro,45,1124089,0.9565217391304348
CR1068,instagram,1631,nano,96,420,0.0
CR1069,youtube,277944,mid,28,54743,0.5
CR1070,instagram,5063,nano,26,3214,0.2857142857142857
CR1071,instagram,142272,mid,12,47655,1.0
CR1072,instagram,37438,micro,33,4216,0.2
CR1073,instagram,109362,mid,63,17362,0.25
CR1074,instagram,138564,mid,21,31954,1.0
CR1075,youtube,418256,mid,49,124909,0.9
CR1076,instagram,2249,nano,33,1398,0.125
CR1077,instagram,2487,nano,80,545,0.25
CR1078,youtube,1882,nano,35,302,0.0
CR1079,youtube,8241,nano,20,1634,0.25
CR1080,instagram,50762,micro,14,28229,0.4
